cid,age,job,marital,education,default,balance,housing,loan
4051,37,technician,married,unknown,no,47,no,no
4052,69,retired,married,primary,no,279,no,no
4053,52,unemployed,married,primary,no,20,yes,no
4054,31,admin.,divorced,secondary,no,360,no,no
4055,28,technician,single,secondary,no,1532,no,no
4056,29,management,single,tertiary,no,1673,no,no
4057,46,services,married,secondary,no,2420,no,no
4058,28,blue-collar,married,secondary,no,100,yes,yes
4059,41,admin.,married,secondary,no,0,no,no
4060,42,technician,divorced,secondary,no,1533,no,yes
4061,34,admin.,single,secondary,no,296,no,no
4062,28,blue-collar,married,secondary,no,2788,yes,no
4063,43,management,single,secondary,no,109,yes,no
4064,32,technician,married,secondary,no,485,no,no
4065,33,technician,single,tertiary,no,125,no,no
4066,70,retired,married,secondary,no,616,no,no
4067,36,services,married,secondary,no,3064,yes,no
4068,53,technician,married,secondary,no,206,no,no
4069,30,blue-collar,single,secondary,no,6900,no,no
4070,45,services,divorced,secondary,no,-179,no,no
4071,31,services,single,secondary,no,481,yes,no
4072,28,admin.,married,secondary,no,12,yes,no
4073,45,blue-collar,married,primary,no,0,no,no
4074,51,management,married,tertiary,no,176,yes,yes
4075,53,management,married,primary,no,4086,no,no
4076,40,technician,married,secondary,no,257,yes,no
4077,53,blue-collar,married,primary,no,53,yes,no
4078,31,blue-collar,divorced,secondary,no,6,yes,no
4079,30,management,married,tertiary,no,562,no,no
4080,53,entrepreneur,married,secondary,no,-118,yes,no
4081,40,blue-collar,married,primary,no,2805,yes,no
4082,26,management,single,secondary,no,565,yes,no
4083,47,blue-collar,married,secondary,no,0,yes,no
4084,51,management,married,tertiary,no,1612,no,no
4085,45,unemployed,married,primary,no,180,yes,yes
4086,35,management,married,tertiary,no,0,yes,no
4087,36,management,single,tertiary,no,876,yes,no
4088,57,admin.,married,secondary,no,2137,no,no
4089,42,blue-collar,married,primary,no,260,yes,no
4090,32,blue-collar,married,secondary,yes,-53,yes,no
4091,30,management,married,tertiary,no,944,no,no
4092,36,technician,married,secondary,no,2394,no,no
4093,43,technician,married,secondary,no,297,yes,no
4094,69,retired,single,tertiary,no,2144,no,no
4095,31,technician,single,tertiary,no,969,no,no
4096,35,technician,married,secondary,no,0,no,no
4097,26,entrepreneur,married,tertiary,no,37,yes,yes
4098,46,technician,married,secondary,no,410,no,yes
4099,30,technician,married,secondary,no,1211,yes,no
4100,33,management,single,tertiary,no,71,no,no
4101,34,management,married,tertiary,no,436,yes,no
4102,48,blue-collar,married,primary,no,559,yes,no
4103,31,management,married,tertiary,no,1170,no,no
4104,46,management,divorced,tertiary,no,25,no,no
4105,40,services,married,secondary,no,1325,no,no
4106,39,entrepreneur,married,secondary,no,0,no,no
4107,33,technician,single,secondary,no,647,yes,yes
4108,50,blue-collar,married,primary,no,2142,yes,no
4109,84,retired,divorced,primary,no,639,no,no
4110,40,blue-collar,married,primary,no,177,yes,yes
4111,55,management,married,tertiary,no,236,no,no
4112,40,services,divorced,secondary,no,1959,yes,no
4113,46,admin.,married,primary,no,96,no,no
4114,43,self-employed,single,tertiary,no,0,no,no
4115,34,blue-collar,married,secondary,no,250,yes,no
4116,35,technician,single,secondary,no,126,no,no
4117,57,retired,married,unknown,no,1621,yes,no
4118,25,student,single,secondary,no,8,no,no
4119,32,self-employed,married,tertiary,no,189,yes,no
4120,52,retired,single,secondary,no,316,no,no
4121,31,self-employed,single,tertiary,yes,-282,yes,no
4122,34,management,married,tertiary,no,-308,yes,no
4123,42,technician,divorced,secondary,no,248,no,no
4124,47,blue-collar,divorced,primary,no,126,yes,no
4125,50,self-employed,divorced,tertiary,no,13,yes,no
4126,30,technician,married,secondary,no,-393,yes,yes
4127,33,services,single,secondary,no,358,yes,no
4128,56,technician,single,tertiary,no,917,no,no
4129,34,admin.,divorced,secondary,no,1268,yes,no
4130,33,technician,married,secondary,no,-163,yes,yes
4131,32,management,single,tertiary,no,473,yes,no
4132,34,management,married,tertiary,no,4831,yes,no
4133,37,technician,married,secondary,no,1063,yes,no
4134,30,management,married,secondary,no,0,yes,no
4135,29,blue-collar,married,secondary,no,424,yes,yes
4136,56,unemployed,divorced,primary,no,802,no,no
4137,31,management,married,tertiary,no,430,yes,no
4138,59,unknown,married,unknown,no,3940,no,no
4139,36,housemaid,married,secondary,no,2880,no,no
4140,51,blue-collar,divorced,secondary,no,1069,yes,no
4141,54,self-employed,divorced,primary,no,4382,yes,no
4142,37,management,married,tertiary,no,0,no,no
4143,32,technician,married,tertiary,no,3939,no,no
4144,42,self-employed,married,tertiary,no,753,no,no
4145,29,blue-collar,married,secondary,no,358,no,no
4146,52,blue-collar,married,primary,no,1141,yes,no
4147,40,technician,married,secondary,no,1259,no,no
4148,30,services,married,secondary,no,227,no,yes
4149,55,entrepreneur,divorced,secondary,no,538,yes,no
4150,49,management,married,tertiary,no,92,yes,no
4151,33,technician,married,tertiary,no,8023,no,no
4152,32,services,single,secondary,no,2478,no,yes
4153,21,student,single,secondary,no,6844,no,no
4154,42,technician,married,secondary,no,440,yes,no
4155,56,self-employed,married,secondary,no,800,no,yes
4156,39,unknown,single,secondary,no,914,no,no
4157,30,entrepreneur,single,secondary,no,638,no,no
4158,55,retired,married,secondary,no,159,no,no
4159,43,blue-collar,married,primary,no,483,yes,no
4160,53,unemployed,married,secondary,no,94,no,no
4161,57,retired,married,secondary,no,1044,no,no
4162,39,self-employed,single,unknown,no,0,no,no
4163,56,technician,divorced,tertiary,no,401,yes,no
4164,29,services,single,unknown,no,33,no,no
4165,38,blue-collar,married,primary,no,506,yes,yes
4166,59,management,married,tertiary,no,1881,no,no
4167,42,technician,single,unknown,no,344,yes,no
4168,46,blue-collar,married,primary,no,0,yes,no
4169,31,admin.,married,secondary,no,3,yes,no
4170,35,services,divorced,secondary,no,221,yes,no
4171,50,self-employed,married,secondary,no,36,no,no
4172,42,blue-collar,married,primary,no,969,yes,no
4173,36,services,single,secondary,no,760,no,no
4174,25,admin.,single,tertiary,no,220,no,no
4175,42,management,single,tertiary,no,10907,no,no
4176,27,student,single,tertiary,no,-148,yes,no
4177,32,blue-collar,married,primary,no,415,yes,no
4178,57,management,married,tertiary,no,1341,yes,no
4179,48,blue-collar,married,secondary,no,865,yes,no
4180,34,blue-collar,divorced,secondary,no,-566,yes,no
4181,33,services,married,secondary,no,210,yes,yes
4182,26,technician,single,secondary,no,1275,yes,no
4183,50,blue-collar,married,secondary,no,579,no,no
4184,60,technician,single,tertiary,no,2934,no,no
4185,47,management,married,tertiary,no,6637,yes,no
4186,31,management,married,tertiary,no,271,no,no
4187,52,technician,married,tertiary,no,0,no,no
4188,36,services,married,secondary,no,472,yes,no
4189,43,blue-collar,married,primary,no,487,yes,no
4190,30,technician,single,tertiary,no,699,yes,no
4191,32,blue-collar,married,secondary,no,150,no,no
4192,31,management,single,tertiary,no,1130,yes,no
4193,29,management,single,secondary,no,584,yes,no
4194,48,services,divorced,secondary,no,3186,no,yes
4195,32,services,single,secondary,no,133,no,no
4196,30,housemaid,single,tertiary,no,868,no,no
4197,48,blue-collar,married,secondary,no,480,yes,no
4198,51,blue-collar,married,unknown,no,1883,yes,no
4199,34,management,married,tertiary,no,606,no,no
4200,35,blue-collar,married,secondary,no,603,yes,no
4201,49,management,single,primary,no,548,no,no
4202,36,unemployed,married,secondary,no,-872,yes,yes
4203,37,blue-collar,divorced,secondary,no,33,yes,no
4204,37,management,married,tertiary,no,1689,yes,no
4205,49,blue-collar,married,primary,no,902,no,no
4206,44,services,divorced,secondary,no,0,yes,yes
4207,40,student,married,secondary,no,260,no,no
4208,57,technician,married,secondary,no,589,yes,no
4209,39,technician,married,secondary,no,626,yes,no
4210,38,services,married,secondary,no,0,no,yes
4211,51,blue-collar,divorced,secondary,no,78,yes,no
4212,27,blue-collar,single,secondary,no,3792,no,no
4213,38,blue-collar,single,tertiary,no,14058,no,no
4214,30,technician,single,secondary,no,-522,yes,yes
4215,36,student,single,unknown,no,386,no,no
4216,37,unemployed,married,secondary,no,1978,no,no
4217,53,admin.,married,secondary,no,459,no,no
4218,38,unemployed,married,tertiary,no,2812,yes,no
4219,48,management,married,tertiary,no,5057,no,yes
4220,26,housemaid,married,secondary,no,-759,yes,no
4221,33,blue-collar,single,secondary,no,-416,yes,no
4222,47,technician,married,unknown,no,2106,yes,no
4223,45,management,divorced,tertiary,no,220,yes,no
4224,32,blue-collar,divorced,secondary,no,0,yes,no
4225,69,retired,married,unknown,no,426,no,no
4226,65,unknown,married,unknown,no,4717,no,no
4227,37,blue-collar,married,secondary,no,395,yes,no
4228,45,blue-collar,divorced,primary,no,0,yes,no
4229,36,blue-collar,married,secondary,no,-206,yes,no
4230,62,self-employed,divorced,tertiary,no,6,yes,no
4231,37,management,married,tertiary,no,4039,no,yes
4232,39,services,divorced,secondary,no,687,yes,no
4233,38,technician,single,secondary,no,-242,yes,no
4234,31,management,married,tertiary,no,582,yes,no
4235,58,blue-collar,divorced,primary,no,8218,yes,no
4236,44,management,single,tertiary,no,1424,yes,no
4237,31,blue-collar,married,secondary,no,92,yes,no
4238,33,technician,single,secondary,no,2085,no,no
4239,36,technician,single,tertiary,no,197,no,no
4240,31,technician,single,secondary,no,2305,no,no
4241,45,admin.,married,secondary,no,-547,yes,no
4242,30,technician,single,tertiary,no,411,no,no
4243,34,blue-collar,married,secondary,no,584,yes,no
4244,34,management,married,tertiary,no,997,yes,yes
4245,39,admin.,divorced,secondary,no,83,yes,no
4246,41,management,married,tertiary,no,6563,no,no
4247,32,services,single,secondary,no,0,yes,no
4248,32,management,single,tertiary,no,0,no,no
4249,36,blue-collar,married,primary,no,398,yes,no
4250,35,admin.,married,tertiary,no,1145,yes,no
4251,32,management,single,tertiary,no,2,yes,no
4252,33,management,single,tertiary,no,201,yes,no
4253,49,entrepreneur,married,primary,no,563,no,no
4254,35,management,married,tertiary,no,3161,no,no
4255,31,technician,married,secondary,no,0,no,yes
4256,42,management,married,secondary,no,1331,no,no
4257,34,housemaid,married,primary,no,2929,no,no
4258,32,services,married,secondary,yes,-220,yes,yes
4259,29,management,single,tertiary,no,5980,yes,no
4260,32,services,single,secondary,no,48,yes,no
4261,50,housemaid,single,unknown,no,0,no,no
4262,58,retired,married,secondary,no,3382,no,yes
4263,59,technician,married,secondary,no,2308,no,no
4264,25,student,married,tertiary,no,10,yes,no
4265,57,services,married,secondary,no,162,yes,no
4266,30,blue-collar,single,secondary,no,1073,yes,no
4267,26,services,single,secondary,no,1700,yes,no
4268,50,services,single,primary,no,148,yes,no
4269,39,services,married,secondary,no,0,yes,no
4270,45,blue-collar,married,primary,no,185,yes,no
4271,37,management,divorced,tertiary,no,896,no,yes
4272,47,blue-collar,divorced,primary,no,1279,yes,no
4273,50,technician,married,tertiary,no,199,yes,yes
4274,40,management,married,secondary,no,99,no,no
4275,35,blue-collar,married,primary,no,378,yes,no
4276,53,management,married,tertiary,no,15,no,no
4277,35,admin.,married,secondary,no,147,yes,yes
4278,54,technician,married,secondary,no,2225,no,yes
4279,35,admin.,single,secondary,no,1810,yes,no
4280,31,housemaid,married,unknown,yes,-6,no,yes
4281,46,technician,divorced,secondary,no,435,yes,no
4282,52,management,married,secondary,no,335,no,no
4283,34,admin.,divorced,secondary,no,-251,no,no
4284,46,services,divorced,secondary,no,5,yes,yes
4285,54,self-employed,married,secondary,no,641,yes,no
4286,37,admin.,married,tertiary,no,0,yes,no
4287,39,admin.,married,tertiary,no,722,no,no
4288,50,technician,married,tertiary,no,3337,yes,yes
4289,44,technician,divorced,secondary,no,0,no,no
4290,56,admin.,married,secondary,no,1504,yes,no
4291,40,services,married,tertiary,no,35,no,no
4292,36,services,married,secondary,no,895,yes,yes
4293,33,management,married,tertiary,no,752,yes,no
4294,33,blue-collar,single,secondary,no,1925,yes,no
4295,42,services,married,secondary,no,-246,yes,no
4296,30,self-employed,single,tertiary,no,901,yes,yes
4297,33,admin.,single,secondary,no,894,no,no
4298,26,blue-collar,single,secondary,no,592,yes,yes
4299,26,admin.,single,secondary,no,3529,no,yes
4300,37,services,married,secondary,no,0,yes,yes
4301,59,retired,married,primary,no,0,no,no
4302,49,blue-collar,married,primary,no,371,yes,no
4303,33,blue-collar,single,primary,no,1,yes,no
4304,46,technician,single,secondary,no,834,yes,no
4305,55,entrepreneur,married,primary,no,298,yes,no
4306,49,services,married,tertiary,no,306,yes,no
4307,51,technician,married,secondary,no,143,yes,no
4308,27,admin.,married,secondary,no,186,yes,no
4309,44,technician,married,secondary,no,5597,no,no
4310,40,services,single,secondary,no,1547,yes,no
4311,36,management,married,tertiary,no,1852,no,no
4312,46,admin.,single,secondary,no,1790,yes,no
4313,30,services,single,secondary,no,20,yes,no
4314,35,admin.,married,secondary,no,8652,yes,no
4315,31,technician,single,secondary,no,1626,no,no
4316,37,admin.,married,secondary,no,749,no,no
4317,49,blue-collar,married,unknown,no,51,yes,no
4318,27,services,single,secondary,yes,-1,no,no
4319,32,blue-collar,married,secondary,no,-32,yes,no
4320,70,retired,divorced,secondary,no,6850,no,no
4321,22,technician,single,secondary,no,333,no,yes
4322,58,blue-collar,married,secondary,no,-27,no,yes
4323,33,blue-collar,married,secondary,no,932,yes,no
4324,83,retired,divorced,primary,no,0,no,no
4325,50,management,divorced,tertiary,no,100,yes,yes
4326,53,blue-collar,married,secondary,no,-626,yes,no
4327,37,management,single,tertiary,no,9,no,no
4328,55,services,divorced,primary,no,653,no,no
4329,49,admin.,married,secondary,no,3608,yes,no
4330,41,blue-collar,married,primary,no,293,yes,yes
4331,40,management,single,tertiary,no,36,yes,no
4332,48,management,married,tertiary,no,263,yes,no
4333,27,student,single,secondary,no,8366,no,no
4334,30,management,single,tertiary,no,2186,yes,no
4335,37,entrepreneur,single,secondary,no,20453,yes,no
4336,37,services,single,secondary,no,105,no,yes
4337,40,blue-collar,married,secondary,no,440,yes,no
4338,73,retired,married,unknown,no,519,no,no
4339,50,management,married,tertiary,no,19447,yes,yes
4340,53,blue-collar,married,primary,no,225,no,no
4341,47,blue-collar,married,secondary,no,2548,yes,no
4342,33,technician,divorced,secondary,no,0,no,no
4343,50,blue-collar,married,unknown,no,2284,yes,no
4344,51,blue-collar,married,primary,no,40,yes,no
4345,42,housemaid,divorced,tertiary,no,364,no,no
4346,34,technician,single,secondary,no,174,no,no
4347,44,technician,married,secondary,no,10888,yes,no
4348,32,admin.,married,secondary,no,0,yes,yes
4349,60,retired,married,tertiary,no,225,no,no
4350,60,retired,divorced,tertiary,no,2131,no,no
4351,29,blue-collar,single,secondary,no,-20,no,yes
4352,39,management,single,secondary,no,36,no,no
4353,47,blue-collar,married,primary,no,2642,no,no
4354,30,admin.,married,tertiary,no,400,yes,no
4355,31,technician,single,tertiary,no,1214,no,no
4356,34,management,single,tertiary,no,-292,yes,no
4357,51,admin.,married,secondary,no,1415,yes,no
4358,38,blue-collar,married,secondary,no,213,yes,no
4359,47,admin.,single,secondary,no,2540,no,no
4360,46,housemaid,single,tertiary,no,3232,no,no
4361,33,management,married,tertiary,no,296,no,no
4362,30,management,married,tertiary,no,42,no,no
4363,40,technician,married,secondary,no,697,no,no
4364,38,blue-collar,single,secondary,no,13156,yes,no
4365,63,retired,divorced,secondary,no,1490,no,no
4366,33,management,married,tertiary,no,150,no,no
4367,59,retired,married,secondary,no,0,no,no
4368,29,management,single,tertiary,no,4210,yes,no
4369,54,services,divorced,secondary,no,1012,yes,no
4370,57,technician,married,secondary,no,16063,yes,no
4371,57,blue-collar,married,primary,no,5431,yes,yes
4372,28,services,single,secondary,no,317,yes,no
4373,30,technician,single,secondary,no,4787,yes,no
4374,28,blue-collar,married,secondary,no,225,yes,yes
4375,45,services,divorced,primary,no,3854,yes,no
4376,29,services,divorced,secondary,no,92,yes,no
4377,42,blue-collar,married,primary,no,-10,yes,no
4378,31,blue-collar,married,secondary,no,-617,yes,no
4379,59,housemaid,divorced,primary,no,195,no,no
4380,41,blue-collar,married,primary,no,1172,yes,no
4381,57,housemaid,married,secondary,no,0,no,no
4382,43,services,divorced,secondary,no,0,no,no
4383,30,services,divorced,secondary,no,-94,yes,no
4384,26,admin.,single,secondary,no,609,no,no
4385,52,management,single,tertiary,no,4,no,yes
